data,ipca,meta,selic,ibcbr,ibcbrT,LibcbrT,outgap,Loutgap,juroreal,inflacao,jlag
2013-10-01,5.84,4.5,9.25,151.9,145.63254956651744,4.980801072654566,6.267450433482566,0.04242133694716088,3.2218442932728575,1.3399999999999999,2.8717173625543158
2013-11-01,5.77,4.5,9.45,147.79,145.575078619687,4.9803801166485275,2.214921380313001,0.0154122305779536,3.4792474236551074,1.2699999999999996,3.2218442932728575
2013-12-01,5.91,4.5,9.9,145.77,145.49453424818074,4.979796945922231,0.2754657518192687,0.002233091163690304,3.767349636483819,1.4100000000000001,3.4792474236551074
2014-01-01,5.59,4.5,10.17,142.72,145.3913520954531,4.979054481190515,-2.671352095453102,-0.018169812358815207,4.337531963254104,1.0899999999999999,3.767349636483819
2014-02-01,5.68,4.5,10.43,143.53,145.26598693452453,4.978155798243993,-1.735986934524533,-0.01161172566070423,4.494700984102962,1.1799999999999997,4.337531963254104
2014-03-01,6.15,4.5,10.65,149.03,145.11870802785336,4.977102711080755,3.9112919721466426,0.027044916879947145,4.239284032030155,1.6500000000000004,4.494700984102962
2014-04-01,6.28,4.5,10.87,147.69,144.94966408324967,4.975896227329055,2.7403359167503254,0.01921925510916367,4.318780579601067,1.7800000000000002,4.239284032030155
2014-05-01,6.37,4.5,10.9,147.14,144.75927542602156,4.97453923273637,2.3807245739784264,0.016845281767748688,4.258719563786784,1.87,4.318780579601067
2014-06-01,6.52,4.5,10.9,140.88,144.54815268258247,4.973035947720675,-3.6681526825824733,-0.025127483532724426,4.111903867818256,2.0199999999999996,4.258719563786784
2014-07-01,6.5,4.5,10.9,149.85,144.3170718074414,4.971391762511177,5.532928192558586,0.038243031251495196,4.131455399061035,2,4.111903867818256
2014-08-01,6.51,4.5,10.9,148.27,144.066554022282,4.969610322372949,4.203445977718019,0.029424613656985343,4.121678715613553,2.01,4.131455399061035
2014-09-01,6.75,4.5,10.9,148.12,143.79750477991223,4.967697928337122,4.322495220087774,0.030324827708289703,3.8875878220140603,2.25,4.121678715613553
2014-10-01,6.59,4.5,10.92,149.7,143.51112143911087,4.965662924810777,6.188878560889123,0.04297036661480558,4.06229477436908,2.09,3.8875878220140603
2014-11-01,6.56,4.5,11.15,144.92,143.20890153193625,4.963515762091809,1.7110984680637387,0.012666103935067063,4.307432432432434,2.0599999999999996,4.06229477436908
2014-12-01,6.41,4.5,11.58,145.48,142.89277237367966,4.961269874531349,2.5872276263203275,0.018768745587438573,4.858565924255243,1.9100000000000001,4.307432432432434
2015-01-01,7.14,4.5,11.82,138.82,142.56478010591508,4.958939576071077,-3.7447801059150834,-0.025761446159639156,4.368116483106199,2.6399999999999997,4.858565924255243
2015-02-01,7.7,4.5,12.15,136.63,142.2271505388015,4.9565404840377845,-5.597150538801515,-0.03926394168738767,4.131847725162485,3.2,4.368116483106199
2015-03-01,8.13,4.5,12.58,149.59,141.88184942832402,4.954086426768948,7.708150571675986,0.053811791617421,4.115416628132795,3.630000000000001,4.131847725162485
2015-04-01,8.17,4.5,12.68,142.52,141.53045383945798,4.951588505939426,0.9895461605420337,0.007893834798209376,4.169363039659801,3.67,4.115416628132795
2015-05-01,8.47,4.5,13.15,139.91,141.17507612541309,4.949061560154049,-1.2650761254130884,-0.008062201408854719,4.31455702037431,3.9700000000000006,4.169363039659801
2015-06-01,8.89,4.5,13.58,138.63,140.81789735788217,4.946520976200622,-2.1878973578821785,-0.014712462650337876,4.307098907154017,4.390000000000001,4.31455702037431
2015-07-01,9.56,4.5,13.69,143.26,140.4610107560496,4.943981580991851,2.7989892439503876,0.020679580194453706,3.7696239503468343,5.0600000000000005,4.307098907154017
2015-08-01,9.53,4.5,14.15,140.93,140.10635760178292,4.941457179741645,0.8236423982170891,0.0068061334617741664,4.218022459600124,5.029999999999999,3.7696239503468343
2015-09-01,9.49,4.5,14.15,138.16,139.7560735512029,4.938963013745875,-1.5960735512028918,-0.010550579907452118,4.256096447164137,4.99,4.218022459600124
2015-10-01,9.93,4.5,14.15,140.3,139.41235145781903,4.936514796948565,0.8876485421809832,0.007268190159850363,3.838806513235693,5.43,4.256096447164137
2015-11-01,10.48,4.5,14.15,136.04,139.07727333669988,4.93412751061458,-3.037273336699883,-0.021178550475585034,3.3218682114409814,5.98,3.838806513235693
2015-12-01,10.67,4.5,14.15,136.34,138.75298284517368,4.931816640744214,-2.412982845173673,-0.01666487480957457,3.1444835998915677,6.17,3.3218682114409814
2016-01-01,10.71,4.5,14.15,128.22,138.44141271880935,4.929596202605087,-10.221412718809347,-0.07584866404597523,3.1072170535633603,6.210000000000001,3.1444835998915677
2016-02-01,10.36,4.5,14.15,130.77,138.1443281249226,4.927479054181849,-7.3743281249225845,-0.05403899926343847,3.434215295396892,5.859999999999999,3.1072170535633603
2016-03-01,9.39,4.5,14.15,140.25,137.8627844105013,4.925472786190813,2.387215589498709,0.017953758211993076,4.351403236127616,4.890000000000001,3.434215295396892
2016-04-01,9.28,4.5,14.15,135.98,137.5973248164139,4.923581236640008,-1.6173248164139125,-0.011073420541694468,4.456442166910701,4.779999999999999,4.351403236127616
2016-05-01,9.32,4.5,14.15,133.52,137.34865836238896,4.921809490326226,-3.82865836238895,-0.027558210972646435,4.418221734357863,4.82,4.456442166910701
2016-06-01,8.84,4.5,14.15,135.25,137.11738175393165,4.920161863058727,-1.867381753931653,-0.01303694533213573,4.87872105843441,4.34,4.418221734357863
2016-07-01,8.74,4.5,14.15,136.67,136.90382581749427,4.918640756882115,-0.233825817494278,-0.0010714959054061168,4.975170130586726,4.24,4.87872105843441
2016-08-01,8.97,4.5,14.15,138.14,136.70819170024063,4.917247668497571,1.4318082997593535,0.011019995163255913,4.753601908782246,4.470000000000001,4.975170130586726
2016-09-01,8.48,4.5,14.15,133.85,136.53066431143054,4.915984020196837,-2.6806643114305473,-0.019264250230475177,5.226769911504436,3.9800000000000004,4.753601908782246
2016-10-01,7.87,4.5,14.05,132.7,136.37152799145576,4.9148519995490965,-3.6715279914557755,-0.02676105821093433,5.729118383239085,3.37,5.226769911504436
2016-11-01,6.99,4.5,13.9,132.34,136.23088092346438,4.913852456328381,-3.8908809234643797,-0.028478087744467473,6.4585475278063464,2.49,5.729118383239085
2016-12-01,6.29,4.5,13.65,133.28,136.1085663233827,4.912984381901897,-2.828566323382688,-0.02053220348336371,6.9244519710226715,1.79,6.4585475278063464
